VMs,TimeWindow,Model,Score,BestParams
planetlab0_dojima_wide_ad_jp_root,20,DNN,0.006396718,69
planetlab0_otemachi_wide_ad_jp_irisaple_wup,20,RandomForest,0.000948237,"{'bootstrap': False, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 5, 'n_estimators': 50}"
planetlab0_otemachi_wide_ad_jp_nyu_d,15,DNN,0.000540612,87
planetlab1-buenosaires_lan_redclara_net_root,20,DNN,0.005654207,56
planetlab1-santiago_lan_redclara_net_google_highground,5,AdaBooster,0.00053847,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10}"
planetlab1-santiago_lan_redclara_net_irisaple_HEAP,2,GradientBoosting,0.001212321,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 10, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 10}"
planetlab1-santiago_lan_redclara_net_irisaple_wup,1,DNN,0.001345385,94
planetlab1-santiago_lan_redclara_net_uw_oneswarm,20,DNN,0.0201579,14
planetlab1-tijuana_lan_redclara_net_root,5,GradientBoosting,0.017650924,"{'min_samples_split': 6, 'warm_start': True, 'loss': 'quantile', 'max_leaf_nodes': 3, 'min_samples_leaf': 9, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 50}"
planetlab1-tijuana_lan_redclara_net_uw_oneswarm,15,DNN,0.013264621,58
planetlab10_millennium_berkeley_edu_nyu_d,3,DNN,0.000766877,47
planetlab10_millennium_berkeley_edu_princeton_codeen,15,AdaBooster,0.003057407,"{'learning_rate': 1, 'loss': 'exponential', 'n_estimators': 200}"
planetlab10_millennium_berkeley_edu_uw_oneswarm,15,RandomForest,0.008146616,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': None, 'n_estimators': 200}"
planetlab16_millennium_berkeley_edu_princeton_codeen,10,RandomForest,0.002953728,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_depth': None, 'n_estimators': 50}"
planetlab16_millennium_berkeley_edu_uw_oneswarm,10,LinearRegression,0.006273187,None
planetlab1_acis_ufl_edu_tum_i2p,20,DecisionTree,0.001723951,"{'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'min_impurity_decrease': 2, 'presort': False, 'min_samples_split': 2, 'max_depth': None, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab1_bgu_ac_il_princeton_codeen,10,DNN,0.001075059,11
planetlab1_bgu_ac_il_uw_oneswarm,20,SVR,0.004763447,"{'coef0': 0, 'degree': 8, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_bupt_edu_cn_uw_oneswarm,20,DNN,0.002206085,56
planetlab1_byu_edu_root,10,DNN,0.023984915,15
planetlab1_byu_edu_uw_oneswarm,20,SVR,0.002997516,"{'coef0': 0, 'degree': 15, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_comp_nus_edu_sg_princeton_codeen,2,SVR,0.000844434,"{'coef0': 0, 'degree': 3, 'kernel': 'poly', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_comp_nus_edu_sg_uw_trs2,10,DNN,0.009752391,23
planetlab1_cs_du_edu_uka_p2pns,1,RandomForest,0.000146458,"{'bootstrap': False, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': None, 'n_estimators': 200}"
planetlab1_cs_du_edu_uw_oneswarm,20,GradientBoosting,0.001638873,"{'min_samples_split': 6, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 8, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 100}"
planetlab1_cs_otago_ac_nz_uw_oneswarm,10,LinearRegression,0.010081152,None
planetlab1_cs_pitt_edu_uka_p2pns,4,DNN,0.000146832,46
planetlab1_cs_pitt_edu_uw_oneswarm,10,SVR,0.005525699,"{'coef0': 0, 'degree': 16, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_cs_purdue_edu_princeton_codeen,20,RandomForest,0.00907217,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 10, 'max_depth': 3, 'n_estimators': 20}"
planetlab1_cs_purdue_edu_root,20,RandomForest,0.033087535,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 5, 'n_estimators': 10}"
planetlab1_cs_stevens-tech_edu_root,15,AdaBooster,0.048474905,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 20}"
planetlab1_cs_ucl_ac_uk_nyu_d,20,GradientBoosting,0.000243273,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab1_cs_ucl_ac_uk_root,3,RandomForest,0.00625308,"{'bootstrap': False, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 5, 'n_estimators': 200}"
planetlab1_cs_ucl_ac_uk_uw_oneswarm,20,GradientBoosting,0.008220898,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 2, 'min_samples_leaf': 6, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab1_cs_ucla_edu_princeton_codeen,15,GradientBoosting,0.001795273,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 8, 'min_samples_leaf': 5, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 200}"
planetlab1_cs_ucla_edu_root,4,GradientBoosting,0.015924855,"{'min_samples_split': 9, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 3, 'learning_rate': 1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 10}"
planetlab1_cs_ucla_edu_uw_oneswarm,15,LinearRegression,0.005373698,None
planetlab1_cs_uit_no_princeton_codeen,15,GradientBoosting,0.004624668,"{'min_samples_split': 2, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 6, 'min_samples_leaf': 8, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 200}"
planetlab1_cs_uit_no_root,1,GradientBoosting,0.000370435,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 6, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab1_cs_uml_edu_uw_oneswarm,20,SVR,0.004820972,"{'coef0': 0, 'degree': 14, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_cs_unc_edu_nyu_d,4,DNN,0.000654407,11
planetlab1_cs_unc_edu_princeton_codeen,20,DNN,0.00433109,64
planetlab1_cs_uoi_gr_root,15,DNN,0.023793119,66
planetlab1_cs_uoregon_edu_uka_p2pns,4,AdaBooster,0.00014413,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 10}"
planetlab1_cs_vu_nl_uw_oneswarm,10,SVR,0.003459061,"{'coef0': 0, 'degree': 9, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_csg_uzh_ch_nyu_d,2,LinearRegression,0.001401679,None
planetlab1_csuohio_edu_uw_oneswarm,20,DNN,0.009432115,66
planetlab1_dojima_wide_ad_jp_irisaple_HEAP,10,DNN,0.00172395,70
planetlab1_dojima_wide_ad_jp_rnp_dcc_ufjf,5,AdaBooster,0.000264387,"{'learning_rate': 1, 'loss': 'exponential', 'n_estimators': 50}"
planetlab1_dojima_wide_ad_jp_root,3,DNN,0.000578372,87
planetlab1_eas_asu_edu_irisaple_HEAP,1,DNN,0.000764699,6
planetlab1_eas_asu_edu_nyu_d,20,DNN,0.000175267,25
planetlab1_eas_asu_edu_princeton_codeen,20,AdaBooster,0.005250569,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 50}"
planetlab1_eas_asu_edu_princeton_contdist,5,AdaBooster,0.004659597,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 200}"
planetlab1_eas_asu_edu_root,20,DecisionTree,0.000498101,"{'max_leaf_nodes': 3, 'min_samples_leaf': 8, 'min_impurity_decrease': 10, 'presort': True, 'min_samples_split': 4, 'max_depth': 5, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab1_eas_asu_edu_uw_oneswarm,15,LinearRegression,0.006751469,None
planetlab1_ecs_vuw_ac_nz_irisaple_HEAP,1,DNN,0.000735584,93
planetlab1_ecs_vuw_ac_nz_root,5,DNN,0.002382276,12
planetlab1_ecs_vuw_ac_nz_uw_oneswarm,20,GradientBoosting,0.005932837,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 6, 'min_samples_leaf': 5, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 20}"
planetlab1_eecs_ucf_edu_princeton_codeen,20,SVR,0.000562464,"{'coef0': 0, 'degree': 13, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_eecs_ucf_edu_root,3,GradientBoosting,0.00478061,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 10, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 50}"
planetlab1_eecs_ucf_edu_uw_oneswarm,20,SVR,0.012735786,"{'coef0': 0, 'degree': 7, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_eecs_wsu_edu_google_highground,20,GradientBoosting,0.012863579,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 2, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab1_eecs_wsu_edu_princeton_codeen,20,SVR,0.002905139,"{'coef0': 0, 'degree': 7, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_eecs_wsu_edu_root,1,GradientBoosting,0.007582228,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 10, 'learning_rate': 1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab1_eecs_wsu_edu_uw_oneswarm,15,SVR,0.003553362,"{'coef0': 0, 'degree': 12, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_eee_hku_hk_princeton_codeen,15,LinearRegression,0.000856039,None
planetlab1_eee_hku_hk_root,4,RandomForest,0.014781461,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_depth': 5, 'n_estimators': 200}"
planetlab1_engr_uconn_edu_nyu_d,20,DNN,0.000569286,56
planetlab1_eurecom_fr_root,5,GradientBoosting,0.015143166,"{'min_samples_split': 4, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 10}"
planetlab1_eurecom_fr_uw_oneswarm,20,RandomForest,0.002710172,"{'bootstrap': True, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_depth': None, 'n_estimators': 100}"
planetlab1_exp-math_uni-essen_de_root,15,DNN,0.018946182,54
planetlab1_fem_tu-ilmenau_de_utokyo_sora,20,LinearRegression,0.000135685,None
planetlab1_georgetown_edu_root,4,LinearRegression,0.016802108,None
planetlab1_georgetown_edu_uw_oneswarm,15,GradientBoosting,0.010257547,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 6, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab1_hiit_fi_nyu_d,15,RandomForest,0.000799577,"{'bootstrap': True, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 5, 'n_estimators': 50}"
planetlab1_hiit_fi_root,1,GradientBoosting,0.021419923,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 10, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 200}"
planetlab1_hiit_fi_uka_p2pns,2,DNN,0.000155793,27
planetlab1_hiit_fi_utokyo_sora,1,AdaBooster,0.000144573,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 200}"
planetlab1_iii_u-tokyo_ac_jp_nyu_d,15,RandomForest,0.000666408,"{'bootstrap': True, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_depth': 5, 'n_estimators': 50}"
planetlab1_iii_u-tokyo_ac_jp_princeton_codeen,10,SVR,0.00369522,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_iii_u-tokyo_ac_jp_root,20,DNN,0.021292969,46
planetlab1_iii_u-tokyo_ac_jp_uka_p2pns,4,SVR,0.000213643,"{'coef0': 0, 'degree': 3, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_iii_u-tokyo_ac_jp_uw_oneswarm,15,DNN,0.016341061,10
planetlab1_iii_u-tokyo_ac_jp_uw_seattle,15,SVR,0.000177664,"{'coef0': 0, 'degree': 10, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_iis_sinica_edu_tw_nyu_d,5,GradientBoosting,0.000458747,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 10}"
planetlab1_iis_sinica_edu_tw_princeton_codeen,5,SVR,0.001351649,"{'coef0': 0, 'degree': 4, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_iis_sinica_edu_tw_rnp_dcc_ufjf,10,DNN,0.000141738,11
planetlab1_inf_ethz_ch_nyu_d,3,LinearRegression,0.000549091,None
planetlab1_inf_ethz_ch_tum_i2p,20,RandomForest,0.00201691,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_depth': 2, 'n_estimators': 200}"
planetlab1_inf_ethz_ch_uw_oneswarm,10,SVR,0.007852771,"{'coef0': 0, 'degree': 13, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_informatik_uni-erlangen_de_nyu_d,20,RandomForest,0.001795155,"{'bootstrap': True, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 5, 'n_estimators': 50}"
planetlab1_informatik_uni-erlangen_de_utokyo_sora,20,GradientBoosting,0.000158379,"{'min_samples_split': 9, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 10, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 100}"
planetlab1_informatik_uni-erlangen_de_uw_seattle,20,DNN,0.000878157,32
planetlab1_informatik_uni-kl_de_nyu_d,20,AdaBooster,0.000270268,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 100}"
planetlab1_informatik_uni-kl_de_root,20,SVR,0.014569935,"{'coef0': 0, 'degree': 18, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_informatik_uni-kl_de_uka_p2pns,3,DecisionTree,0.000337501,"{'max_leaf_nodes': 8, 'min_samples_leaf': 9, 'min_impurity_decrease': 5, 'presort': True, 'min_samples_split': 8, 'max_depth': None, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab1_jhu_edu_root,4,GradientBoosting,0.001337217,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 4, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab1_jhu_edu_tum_i2p,15,AdaBooster,0.001445829,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 50}"
planetlab1_jhu_edu_uw_oneswarm,10,SVR,0.005900261,"{'coef0': 0, 'degree': 17, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_just_edu_jo_irisaple_HEAP,4,GradientBoosting,0.003558592,"{'min_samples_split': 6, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 10, 'min_samples_leaf': 5, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab1_koganei_wide_ad_jp_root,20,RandomForest,0.017159697,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 2, 'n_estimators': 50}"
planetlab1_koganei_wide_ad_jp_uw_oneswarm,15,SVR,0.015324475,"{'coef0': 0, 'degree': 10, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_lublin_rd_tp_pl_uw_oneswarm,10,RandomForest,0.005345879,"{'bootstrap': True, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_depth': 5, 'n_estimators': 100}"
planetlab1_millennium_berkeley_edu_arizona_owl,15,DNN,0.004073726,55
planetlab1_millennium_berkeley_edu_nyu_d,5,LinearRegression,0.002005092,None
planetlab1_millennium_berkeley_edu_princeton_comon,10,AdaBooster,0.000178553,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
planetlab1_millennium_berkeley_edu_ufl_ipop3,4,DNN,0.000298564,46
planetlab1_millennium_berkeley_edu_ufl_svpn,10,DNN,0.000406903,98
planetlab1_millennium_berkeley_edu_utokyo_sora,15,AdaBooster,0.000104609,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
planetlab1_millennium_berkeley_edu_uw_seattle,15,DNN,0.000447635,10
planetlab1_mnlab_cti_depaul_edu_forth_atlas,15,DNN,0.016778726,1
planetlab1_mnlab_cti_depaul_edu_princeton_coblitz,1,LinearRegression,0.001637531,None
planetlab1_mnlab_cti_depaul_edu_root,10,DecisionTree,0.008157595,"{'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'min_impurity_decrease': 6, 'presort': True, 'min_samples_split': 7, 'max_depth': 3, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab1_mnlab_cti_depaul_edu_uw_oneswarm,15,SVR,0.017075018,"{'coef0': 0, 'degree': 3, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_netmedia_gist_ac_kr_princeton_codeen,20,DNN,0.000522692,83
planetlab1_netmedia_gist_ac_kr_root,15,AdaBooster,0.025448774,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 50}"
planetlab1_netmedia_gist_ac_kr_uw_oneswarm,15,DNN,0.019323863,23
planetlab1_ntu_nodes_planet-lab_org_root,20,GradientBoosting,0.011467586,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 8, 'min_samples_leaf': 5, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 10}"
planetlab1_nvlab_org_root,4,RandomForest,0.023435689,"{'bootstrap': False, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 2, 'n_estimators': 20}"
planetlab1_otemachi_wide_ad_jp_arizona_owl,15,LinearRegression,0.00969372,None
planetlab1_otemachi_wide_ad_jp_nyu_d,5,DNN,0.000278266,20
planetlab1_otemachi_wide_ad_jp_princeton_codeen,15,GradientBoosting,0.004660365,"{'min_samples_split': 4, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 10, 'min_samples_leaf': 9, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab1_otemachi_wide_ad_jp_rnp_dcc_ufjf,20,RandomForest,0.010910036,"{'bootstrap': True, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_depth': 3, 'n_estimators': 200}"
planetlab1_otemachi_wide_ad_jp_root,2,GradientBoosting,0.005192511,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 10, 'min_samples_leaf': 8, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab1_otemachi_wide_ad_jp_uw_oneswarm,20,DNN,0.01017099,91
planetlab1_pjwstk_edu_pl_root,3,GradientBoosting,0.002242259,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 10, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}"
planetlab1_pjwstk_edu_pl_umn_net_tools,20,LinearRegression,0.000374376,None
planetlab1_pjwstk_edu_pl_uw_oneswarm,20,SVR,0.00303546,"{'coef0': 0, 'degree': 7, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_pop-mg_rnp_br_uw_oneswarm,10,SVR,0.001321995,"{'coef0': 0, 'degree': 4, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_pop-pa_rnp_br_uw_oneswarm,20,LinearRegression,0.004403778,None
planetlab1_rd_tut_fi_irisaple_wup,10,DecisionTree,0.001381768,"{'max_leaf_nodes': 9, 'min_samples_leaf': 5, 'min_impurity_decrease': 5, 'presort': True, 'min_samples_split': 4, 'max_depth': 3, 'max_features': 'sqrt', 'min_weight_fraction_leaf': 0}"
planetlab1_rd_tut_fi_uw_oneswarm,20,GradientBoosting,0.010588628,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 8, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab1_rutgers_edu_nyu_d,5,RandomForest,0.000522138,"{'bootstrap': True, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_depth': 2, 'n_estimators': 100}"
planetlab1_s3_kth_se_irisaple_HEAP,10,DecisionTree,0.002655578,"{'max_leaf_nodes': 2, 'min_samples_leaf': 6, 'min_impurity_decrease': 7, 'presort': False, 'min_samples_split': 4, 'max_depth': 2, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab1_s3_kth_se_irisaple_wup,20,DNN,0.002440304,18
planetlab1_s3_kth_se_root,4,GradientBoosting,0.010733217,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 20}"
planetlab1_s3_kth_se_uw_oneswarm,15,SVR,0.003548776,"{'coef0': 0, 'degree': 7, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_scsr_nevada_edu_uw_oneswarm,3,GradientBoosting,0.004155054,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 8, 'min_samples_leaf': 8, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 100}"
planetlab1_singaren_net_sg_irisaple_HEAP,15,DecisionTree,0.001170336,"{'max_leaf_nodes': 7, 'min_samples_leaf': 8, 'min_impurity_decrease': 10, 'presort': False, 'min_samples_split': 5, 'max_depth': None, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab1_singaren_net_sg_nyu_d,10,GradientBoosting,0.00014541,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 8, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 20}"
planetlab1_singaren_net_sg_root,2,DNN,0.000592766,58
planetlab1_singaren_net_sg_uka_p2pns,20,DNN,0.000592282,35
planetlab1_singaren_net_sg_umn_net_tools,20,LinearRegression,0.000319012,None
planetlab1_singaren_net_sg_uw_oneswarm,20,DNN,0.00732373,98
planetlab1_tamu_edu_nyu_d,1,GradientBoosting,0.000653262,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 1, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 50}"
planetlab1_tamu_edu_princeton_codeen,20,SVR,0.002585419,"{'coef0': 0, 'degree': 16, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_tamu_edu_root,20,DNN,0.025564571,16
planetlab1_tamu_edu_uw_oneswarm,20,DNN,0.017746722,80
planetlab1_tlm_unavarra_es_root,2,GradientBoosting,0.004199071,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 7, 'min_samples_leaf': 1, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab1_uc3m_es_irisaple_wup,10,DNN,0.002234525,49
planetlab1_uc3m_es_uw_oneswarm,20,LinearRegression,0.003825996,None
planetlab1_ucsd_edu_root,15,DNN,0.008595247,11
planetlab1_ucsd_edu_uw_oneswarm,4,SVR,0.015347874,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_unineuchatel_ch_princeton_codeen,15,GradientBoosting,0.003645675,"{'min_samples_split': 6, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 8, 'min_samples_leaf': 1, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab1_unineuchatel_ch_root,20,GradientBoosting,0.000308846,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 10, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab1_unineuchatel_ch_uw_oneswarm,15,LinearRegression,0.00340112,None
