VMs,TimeWindow,Model,Score,BestParams
planetlab2_tau_ac_il_irisaple_wup,10,DNN,0.000458744,33
planetlab2_tau_ac_il_root,10,DecisionTree,0.003864163,"{'max_leaf_nodes': 10, 'min_samples_leaf': 3, 'min_impurity_decrease': 5, 'presort': False, 'min_samples_split': 6, 'max_depth': 2, 'max_features': 'sqrt', 'min_weight_fraction_leaf': 0}"
planetlab2_tau_ac_il_uw_oneswarm,20,DNN,0.014397508,6
planetlab2_thlab_net_uw_oneswarm,5,RandomForest,0.003649335,"{'bootstrap': True, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 3, 'n_estimators': 50}"
planetlab2_tlm_unavarra_es_uw_oneswarm,5,AdaBooster,0.003574398,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
planetlab2_unineuchatel_ch_princeton_codeen,15,SVR,0.002725295,"{'coef0': 0, 'degree': 18, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_upc_es_uw_oneswarm,15,LinearRegression,0.012877887,None
planetlab2_upm_ro_irisaple_HEAP,1,GradientBoosting,0.000793842,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 7, 'min_samples_leaf': 5, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_upm_ro_irisaple_wup,15,DNN,0.001007453,10
planetlab2_upm_ro_uw_oneswarm,10,DNN,0.005240346,77
planetlab2_uta_edu_nyu_d,2,GradientBoosting,0.001093264,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 9, 'learning_rate': 1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 10}"
planetlab2_uta_edu_uw_oneswarm,15,SVR,0.012287762,"{'coef0': 0, 'degree': 6, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_utdallas_edu_princeton_codeen,20,SVR,0.002423948,"{'coef0': 0, 'degree': 3, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_utt_fr_irisaple_wup,2,SVR,0.00171817,"{'coef0': 0, 'degree': 13, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_warsaw_rd_tp_pl_irisaple_HEAP,20,GradientBoosting,0.001277675,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 4, 'min_samples_leaf': 3, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_warsaw_rd_tp_pl_root,10,AdaBooster,0.000267432,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 10}"
planetlab2_warsaw_rd_tp_pl_uw_oneswarm,15,LinearRegression,0.020247838,None
planetlab2_warsaw_rd_tp_pl_uw_seattle,20,DNN,0.00108461,60
planetlab2_wiwi_hu-berlin_de_irisaple_HEAP,1,SVR,0.000699158,"{'coef0': 0, 'degree': 16, 'kernel': 'poly', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_wiwi_hu-berlin_de_irisaple_wup,10,SVR,0.000800097,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_wiwi_hu-berlin_de_nyu_d,20,SVR,0.00065568,"{'coef0': 0, 'degree': 4, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_wiwi_hu-berlin_de_princeton_codeen,20,LinearRegression,0.001234671,None
planetlab2_wiwi_hu-berlin_de_purdue_2,20,LinearRegression,0.001810166,None
planetlab2_wiwi_hu-berlin_de_root,15,GradientBoosting,0.007525542,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 9, 'min_samples_leaf': 3, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 20}"
planetlab2_wiwi_hu-berlin_de_ufl_mapreddisc,20,LinearRegression,0.001221608,None
planetlab2_wiwi_hu-berlin_de_uofathens_zoi,15,SVR,0.005160718,"{'coef0': 0, 'degree': 19, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_wiwi_hu-berlin_de_uw_oneswarm,20,SVR,0.00693761,"{'coef0': 0, 'degree': 12, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab3_arizona-gigapop_net_arizona_owl,15,SVR,0.011693678,"{'coef0': 0, 'degree': 8, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab3_arizona-gigapop_net_purdue_4,15,SVR,0.010729211,"{'coef0': 0, 'degree': 10, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab3_arizona-gigapop_net_root,2,AdaBooster,0.004597833,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 20}"
planetlab3_arizona-gigapop_net_uw_oneswarm,15,DNN,0.010573232,55
planetlab3_canterbury_ac_nz_uka_p2pns,5,DecisionTree,0.000284998,"{'max_leaf_nodes': 7, 'min_samples_leaf': 6, 'min_impurity_decrease': 3, 'presort': True, 'min_samples_split': 7, 'max_depth': 5, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab3_canterbury_ac_nz_uw_oneswarm,15,DNN,0.002450907,66
planetlab3_cs_st-andrews_ac_uk_irisaple_HEAP,20,SVR,0.000977928,"{'coef0': 0, 'degree': 17, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab3_cs_st-andrews_ac_uk_uw_oneswarm,20,RandomForest,0.006249354,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 10, 'max_depth': 5, 'n_estimators': 100}"
planetlab3_cs_uchicago_edu_root,20,RandomForest,0.01932326,"{'bootstrap': True, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_depth': 5, 'n_estimators': 10}"
planetlab3_cs_uoregon_edu_uw_oneswarm,15,LinearRegression,0.017108598,None
planetlab3_csail_mit_edu_root,15,SVR,0.047662062,"{'coef0': 0, 'degree': 11, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab3_csail_mit_edu_uofathens_zoi,15,SVR,0.038282404,"{'coef0': 0, 'degree': 9, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab3_csail_mit_edu_uw_oneswarm,10,LinearRegression,0.015928387,None
planetlab3_csee_usf_edu_princeton_codeen,15,SVR,0.003371866,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab3_csee_usf_edu_root,15,DNN,0.013506835,33
planetlab3_csee_usf_edu_uw_oneswarm,15,AdaBooster,0.006578295,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10}"
planetlab3_eecs_northwestern_edu_nyu_d,2,DNN,0.000403653,21
planetlab3_eecs_northwestern_edu_princeton_codeen,15,RandomForest,0.003791088,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_depth': None, 'n_estimators': 100}"
planetlab3_eecs_northwestern_edu_rnp_dcc_ufjf,20,DNN,0.033504468,35
planetlab3_eecs_northwestern_edu_root,20,DNN,0.01257665,94
planetlab3_eecs_northwestern_edu_uw_oneswarm,15,LinearRegression,0.020674803,None
planetlab3_eecs_umich_edu_princeton_codeen,20,RandomForest,0.002284416,"{'bootstrap': True, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_depth': 5, 'n_estimators': 50}"
planetlab3_eecs_umich_edu_root,20,DNN,0.013497907,79
planetlab3_eecs_umich_edu_uw_oneswarm,10,LinearRegression,0.007842056,None
planetlab3_hiit_fi_princeton_codeen,15,RandomForest,0.001855589,"{'bootstrap': True, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_depth': 5, 'n_estimators': 20}"
planetlab3_hiit_fi_uw_oneswarm,10,SVR,0.006645884,"{'coef0': 0, 'degree': 10, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab3_inf_ethz_ch_uka_p2pns,20,GradientBoosting,0.000282762,"{'min_samples_split': 2, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 6, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 100}"
planetlab3_inf_ethz_ch_uw_oneswarm,15,GradientBoosting,0.003001128,"{'min_samples_split': 4, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab3_mini_pw_edu_pl_irisaple_HEAP,1,GradientBoosting,0.001518067,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 3, 'min_samples_leaf': 2, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab3_mini_pw_edu_pl_uw_oneswarm,20,LinearRegression,0.006339631,None
planetlab3_mini_pw_edu_pl_uw_seattle,1,GradientBoosting,0.000521551,"{'min_samples_split': 2, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 8, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 100}"
planetlab3_netmedia_gist_ac_kr_irisaple_HEAP,4,DecisionTree,0.002635419,"{'max_leaf_nodes': 7, 'min_samples_leaf': 6, 'min_impurity_decrease': 7, 'presort': False, 'min_samples_split': 4, 'max_depth': None, 'max_features': 'sqrt', 'min_weight_fraction_leaf': 0}"
planetlab3_netmedia_gist_ac_kr_root,10,RandomForest,0.001044817,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 3, 'n_estimators': 50}"
planetlab3_postel_org_root,20,DecisionTree,0.010505337,"{'max_leaf_nodes': 9, 'min_samples_leaf': 7, 'min_impurity_decrease': 5, 'presort': True, 'min_samples_split': 2, 'max_depth': 5, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab3_postel_org_uw_oneswarm,10,LinearRegression,0.007059927,None
planetlab3_singaren_net_sg_rnp_dcc_ufjf,4,DNN,0.032663562,40
planetlab3_singaren_net_sg_root,20,DNN,0.005683335,43
planetlab3_ucsd_edu_nyu_d,20,DNN,0.000459786,30
planetlab3_upc_es_irisaple_HEAP,10,DNN,0.001231809,26
planetlab3_upc_es_irisaple_wup,20,DNN,0.00111099,20
planetlab3_upc_es_root,3,GradientBoosting,0.003859636,"{'min_samples_split': 6, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 4, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 50}"
planetlab3_upc_es_upcple_lrm,10,GradientBoosting,0.000617954,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 8, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 20}"
planetlab3_upc_es_uw_oneswarm,15,DNN,0.013733693,81
planetlab3_upc_es_uw_seattle,20,DecisionTree,0.000584549,"{'max_leaf_nodes': 3, 'min_samples_leaf': 6, 'min_impurity_decrease': 3, 'presort': True, 'min_samples_split': 10, 'max_depth': 3, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab3_wail_wisc_edu_nyu_d,20,AdaBooster,0.000316564,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 20}"
planetlab3_wail_wisc_edu_princeton_codeen,10,GradientBoosting,0.006115413,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 7, 'min_samples_leaf': 4, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab3_wail_wisc_edu_uw_oneswarm,15,DNN,0.010576262,15
planetlab4_cs_duke_edu_nyu_d,15,AdaBooster,0.000491867,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10}"
planetlab4_cs_duke_edu_root,15,DNN,0.013317133,13
planetlab4_cs_duke_edu_uw_oneswarm,20,RandomForest,0.016878354,"{'bootstrap': True, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_depth': None, 'n_estimators': 200}"
planetlab4_cs_uiuc_edu_root,20,RandomForest,0.009763955,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 3, 'n_estimators': 20}"
planetlab4_cse_nd_edu_uw_oneswarm,15,RandomForest,0.004117328,"{'bootstrap': True, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_depth': 5, 'n_estimators': 50}"
planetlab4_csee_usf_edu_princeton_codeen,20,GradientBoosting,0.004574455,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 8, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab4_csee_usf_edu_uw_oneswarm,15,LinearRegression,0.003923848,None
planetlab4_csres_utexas_edu_uw_oneswarm,15,RandomForest,0.009597539,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_depth': None, 'n_estimators': 200}"
planetlab4_eecs_umich_edu_princeton_codeen,15,SVR,0.00206022,"{'coef0': 0, 'degree': 6, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab4_eecs_umich_edu_uw_oneswarm,10,DNN,0.010772783,90
planetlab4_goto_info_waseda_ac_jp_uw_oneswarm,20,RandomForest,0.009849796,"{'bootstrap': True, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': None, 'n_estimators': 50}"
planetlab4_hiit_fi_uw_oneswarm,20,RandomForest,0.00458022,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_depth': None, 'n_estimators': 100}"
planetlab4_mini_pw_edu_pl_irisaple_HEAP,15,DecisionTree,0.002266783,"{'max_leaf_nodes': 2, 'min_samples_leaf': 7, 'min_impurity_decrease': 1, 'presort': True, 'min_samples_split': 10, 'max_depth': 5, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab4_mini_pw_edu_pl_irisaple_wup,20,DNN,0.001462034,44
planetlab4_mini_pw_edu_pl_nyu_d,4,AdaBooster,0.000416074,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 50}"
planetlab4_mini_pw_edu_pl_root,10,AdaBooster,0.000815698,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 20}"
planetlab4_mini_pw_edu_pl_uw_oneswarm,20,DNN,0.015785284,36
planetlab4_rutgers_edu_uw_oneswarm,10,DNN,0.006864623,20
planetlab4_wail_wisc_edu_uw_oneswarm,10,DNN,0.011543515,16
planetlab4_warsaw_rd_tp_pl_uw_oneswarm,15,DNN,0.005588407,8
planetlab5_cs_uiuc_edu_uw_oneswarm,10,SVR,0.008281833,"{'coef0': 0, 'degree': 10, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab5_csee_usf_edu_uw_oneswarm,10,SVR,0.008449468,"{'coef0': 0, 'degree': 16, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab5_eecs_umich_edu_irisaple_HEAP,15,DNN,0.001550349,46
planetlab5_eecs_umich_edu_irisaple_wup,10,DecisionTree,0.002712814,"{'max_leaf_nodes': 3, 'min_samples_leaf': 2, 'min_impurity_decrease': 2, 'presort': False, 'min_samples_split': 4, 'max_depth': 5, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab5_goto_info_waseda_ac_jp_uw_oneswarm,15,LinearRegression,0.005805645,None
planetlab6_cs_duke_edu_irisaple_HEAP,15,DNN,0.000426862,38
planetlab6_cs_duke_edu_uw_oneswarm,20,RandomForest,0.012795831,"{'bootstrap': True, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_depth': None, 'n_estimators': 200}"
planetlabpc1_upf_edu_irisaple_wup,20,DNN,0.021395691,10
planetlabpc1_upf_edu_princeton_comon,5,SVR,0.001150716,"{'coef0': 0, 'degree': 15, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetslug4_cse_ucsc_edu_uw_oneswarm,3,GradientBoosting,0.005743995,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 200}"
planetslug5_cse_ucsc_edu_uw_oneswarm,20,GradientBoosting,0.004376303,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 10, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 100}"
ple02_fc_univie_ac_at_uw_oneswarm,15,DNN,0.007993932,88
ple1_dmcs_p_lodz_pl_upmc_ts,20,DNN,0.004533826,28
ple1_dmcs_p_lodz_pl_uw_oneswarm,20,LinearRegression,0.004522771,None
ple1_tu_koszalin_pl_uw_oneswarm,20,DNN,0.004498391,81
ple2_cesnet_cz_ uofathens_zoi,20,DNN,2.14E-05,65
ple2_cesnet_cz_uw_oneswarm,20,SVR,0.001406494,"{'coef0': 0, 'degree': 14, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
ple2_dmcs_p_lodz_pl_irisaple_HEAP,20,DNN,0.000447468,25
ple2_dmcs_p_lodz_pl_irisaple_wup,20,DNN,0.000700055,90
ple2_dmcs_p_lodz_pl_uw_oneswarm,20,SVR,0.003985244,"{'coef0': 0, 'degree': 19, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
ple2_tu_koszalin_pl_irisaple_HEAP,1,GradientBoosting,0.001988322,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}"
ple2_tu_koszalin_pl_irisaple_wup,10,DNN,0.002151612,44
ple2_tu_koszalin_pl_umn_net_tools,4,DNN,0.000117695,80
plgmu4_ite_gmu_edu_princeton_codeen,15,SVR,0.001549216,"{'coef0': 0, 'degree': 11, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
plgmu4_ite_gmu_edu_rnp_dcc_ufjf,20,RandomForest,0.016373117,"{'bootstrap': True, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 2, 'n_estimators': 20}"
plgmu4_ite_gmu_edu_root,15,DNN,0.056396897,23
plgmu4_ite_gmu_edu_uofathens_zoi,20,AdaBooster,0.02514765,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 200}"
plgmu4_ite_gmu_edu_uw_oneswarm,20,GradientBoosting,0.006989902,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 5, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 100}"
plgmu5_ite_gmu_edu_irisaple_HEAP,20,DNN,0.000441884,70
plgmu5_ite_gmu_edu_uw_oneswarm,10,LinearRegression,0.006941219,None
pli1-pa-4_hpl_hp_com_ uofathens_zoi,2,AdaBooster,1.57E-05,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10}"
pli1-pa-4_hpl_hp_com_uw_oneswarm,15,LinearRegression,0.003657341,None
pli1-pa-5_hpl_hp_com_ uofathens_zoi,3,DNN,2.26E-05,16
pli1-pa-5_hpl_hp_com_uw_oneswarm,10,GradientBoosting,0.002660276,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 5, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 200}"
pli1-pa-6_hpl_hp_com_ uofathens_zoi,10,DNN,2.14E-05,53
pli2-pa-1_hpl_hp_com_ uofathens_zoi,20,DNN,2.12E-05,82
pli2-pa-1_hpl_hp_com_uw_oneswarm,15,RandomForest,0.003606885,"{'bootstrap': True, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_depth': 5, 'n_estimators': 20}"
pli2-pa-2_hpl_hp_com_ uofathens_zoi,15,DNN,2.26E-05,94
pli2-pa-2_hpl_hp_com_uw_oneswarm,20,DNN,0.00235289,55
pli2-pa-3_hpl_hp_com_princeton_codeen,2,GradientBoosting,0.000144176,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}"
pli2-pa-3_hpl_hp_com_uw_seattle,20,DNN,0.000128508,65
plink_cs_uwaterloo_ca_princeton_codeen,20,RandomForest,0.001270692,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': None, 'n_estimators': 100}"
plink_cs_uwaterloo_ca_tum_i2p,15,GradientBoosting,0.001667334,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 10, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 20}"
plink_cs_uwaterloo_ca_uka_p2pns,10,DNN,0.000181329,4
plnode-03_gpolab_bbn_com_tum_i2p,15,AdaBooster,0.001040822,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
plnode-03_gpolab_bbn_com_uw_oneswarm,15,GradientBoosting,0.006557764,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 10}"
plnode-04_gpolab_bbn_com_uw_oneswarm,4,LinearRegression,0.006927458,None
pluto_cs_brown_edu_uw_oneswarm,20,DNN,0.00501086,10
ricepl-1_cs_rice_edu_nyu_d,2,DNN,0.000652458,7
ricepl-1_cs_rice_edu_uw_oneswarm,15,DNN,0.013349647,66
ricepl-5_cs_rice_edu_ rnp_dcc_ufjf,20,RandomForest,0.003056223,"{'bootstrap': True, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_depth': 2, 'n_estimators': 100}"
ricepl-5_cs_rice_edu_uw_oneswarm,15,SVR,0.003830759,"{'coef0': 0, 'degree': 9, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
righthand_eecs_harvard_edu_princeton_codeen,20,RandomForest,0.007331735,"{'bootstrap': True, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': None, 'n_estimators': 20}"
righthand_eecs_harvard_edu_uw_oneswarm,15,DNN,0.004694458,99
roam1_cs_ou_edu_uw_oneswarm,15,SVR,0.002980002,"{'coef0': 0, 'degree': 17, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
roam2_cs_ou_edu_irisaple_HEAP,15,AdaBooster,0.000450068,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 50}"
roam2_cs_ou_edu_princeton_codeen,10,GradientBoosting,0.003122397,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 10, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 50}"
rochefort_infonet_fundp_ac_be_irisaple_HEAP,1,GradientBoosting,0.000663157,"{'min_samples_split': 4, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 9, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 10}"
rochefort_infonet_fundp_ac_be_irisaple_wup,10,DecisionTree,0.000670447,"{'max_leaf_nodes': 9, 'min_samples_leaf': 4, 'min_impurity_decrease': 10, 'presort': True, 'min_samples_split': 2, 'max_depth': 2, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
rochefort_infonet_fundp_ac_be_root,20,GradientBoosting,0.016444431,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 8, 'min_samples_leaf': 7, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 10}"
rochefort_infonet_fundp_ac_be_uw_oneswarm,15,DNN,0.002584384,97
server1_planetlab_iit-tech_net_nyu_d,4,DNN,0.001698826,2
server1_planetlab_iit-tech_net_pl_drl,5,GradientBoosting,0.000542047,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 1, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}"
server2_planetlab_iit-tech_net_howard_p2psip,3,RandomForest,0.006464,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 3, 'n_estimators': 100}"
server2_planetlab_iit-tech_net_nyu_d,4,LinearRegression,0.000275686,None
server2_planetlab_iit-tech_net_root,20,RandomForest,0.022211881,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 2, 'n_estimators': 10}"
server2_planetlab_iit-tech_net_uw_oneswarm,15,SVR,0.008247709,"{'coef0': 0, 'degree': 9, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
server3_planetlab_iit-tech_net_nyu_d,1,SVR,0.0013284,"{'coef0': 0, 'degree': 17, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
server3_planetlab_iit-tech_net_root,20,RandomForest,0.053762735,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 3, 'n_estimators': 50}"
server3_planetlab_iit-tech_net_uw_oneswarm,20,SVR,0.003529287,"{'coef0': 0, 'degree': 10, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
stella_planetlab_ntua_gr_nyu_d,15,GradientBoosting,0.000395835,"{'min_samples_split': 2, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 10, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}"
